577,PRIMITIVA,3290,71.7
578,THAIS,3287,19.0
579,AMAL,3286,21.0
580,ZOHRA,3280,44.8
581,ELISENDA,3246,36.4
582,EVELYN,3241,21.2
583,MARIYA,3239,42.7
584,FLORINDA,3236,67.0
585,VIORICA,3220,44.8
586,KAREN,3204,23.8
587,MARIA AMOR,3194,51.9
588,CYNTHIA,3185,20.0
589,HAIZEA,3180,10.5
590,IRUNE,3178,19.3
591,ISOLINA,3174,70.0
592,NELIDA,3173,55.0
593,MAXIMA,3162,69.8
594,AITZIBER,3155,29.8
595,MARIA LORENA,3145,33.8
596,ROSA ISABEL,3136,44.4
597,FIDELA,3125,71.3
598,MARIA OLIVA,3125,54.6
599,YESICA,3122,25.1
600,MARIA ESTER,3121,42.8
601,MALAK,3109,3.7
602,MARIA VIRGINIA,3101,43.1
603,HAJAR,3094,12.7
604,MARIA CLARA,3080,49.5
605,YURENA,3074,25.1
606,MARIA CAMINO,3066,48.8
607,IKRAM,3052,17.8
608,MAXIMINA,3048,69.9
609,MARIA ESTELA,3047,39.1
610,LUCRECIA,3043,59.5
611,PAMELA,3037,32.0
612,JUSTINA,3032,68.3
613,ZAHRA,3032,38.2
614,TERESA MARIA,3031,44.2
615,NINA,3019,34.9
616,IMAN,3005,11.3
617,MELANIE,2999,19.7
618,MARIA VISITACION,2975,61.5
619,JAMILA,2970,34.8
620,NATALIYA,2951,39.5
621,SUSANA MARIA,2951,38.8
622,DULCE MARIA,2949,44.1
623,BLANCA MARIA,2946,36.7
624,YESSICA,2935,23.9
625,BASILIA,2934,66.5
626,ELADIA,2934,68.5
627,HAYAT,2932,28.8
628,MARIA AGUSTINA,2916,54.0
629,DINA,2915,22.1
630,MARIA CATALINA,2905,51.1
631,ANA TERESA,2899,43.6
632,ARANTZA,2898,41.6
633,EDELMIRA,2897,68.2
634,SIHAM,2882,22.9
635,BELINDA,2880,32.3
636,MARIA GEMMA,2877,43.6
637,SONSOLES,2874,39.3
638,ISIDRA,2871,69.3
639,ALICIA MARIA,2869,35.4
640,BRENDA,2868,25.0
641,OLAYA,2861,21.7
642,MARIA AMELIA,2860,56.0
643,NEKANE,2859,27.7
644,OLALLA,2857,28.7
645,MARIA LORETO,2849,49.3
646,MARIA LEONOR,2844,50.1
647,ARANCHA,2836,18.3
648,RODICA,2830,43.3
649,CARMELA,2829,46.4
650,HENAR,2823,22.7
651,NAYRA,2821,16.1
652,ARGENTINA,2818,67.7
653,DAMARIS,2814,24.6
654,ELISA MARIA,2812,38.2
655,MARIA VIRTUDES,2810,51.8
656,APOLONIA,2807,66.1
657,MARIA ANGELICA,2807,45.4
658,CRISTOBALINA,2801,59.9
659,FATNA,2801,45.9
660,LUISA FERNANDA,2783,37.4
661,HANAN,2778,26.9
662,SABELA,2778,13.6
663,MINA,2777,39.5
664,MARIA ADORACION,2771,58.6
665,MELISA,2770,20.9
666,FELICIA,2767,56.2
667,GARAZI,2765,14.4
668,DUNIA,2755,18.6
669,IZARO,2749,9.0
670,JONE,2747,21.8
671,MARIA FLOR,2741,53.1
672,SVETLANA,2739,41.2
673,ESTHER MARIA,2734,35.4
674,ANNE,2731,27.8
675,MARIA GABRIELA,2730,35.8
676,MIGUELA,2729,66.1
677,MARIA LLANOS,2725,46.8
678,CARMEN DOLORES,2724,47.1
679,ARIANA,2723,15.5
680,TEOFILA,2718,73.2
681,DOROTEA,2712,69.0
682,PRUDENCIA,2712,69.9
683,MARIA SALOME,2710,50.4
684,BERNARDINA,2701,67.6
685,MARIA SANTOS,2683,57.7
686,IRYNA,2682,37.0
687,MARIA O,2679,41.1
688,LUCILA,2676,62.1
689,HALIMA,2663,34.4
690,CARMEN DELIA,2656,45.9
691,RITA MARIA,2655,42.3
692,NARCISA,2647,66.2
693,ANA LUCIA,2641,32.3
694,ANA LUISA,2636,44.3
695,ADA,2630,17.4
696,MARIA SIERRA,2628,50.0
697,IMANE,2626,17.5
698,MARIA IRENE,2626,46.9
699,DIANA MARIA,2621,30.7
700,RAQUEL MARIA,2611,34.1
701,ANGELITA,2609,65.9
702,ARANTZAZU,2598,32.6
703,SEGUNDA,2590,72.1
704,GEORGETA,2587,43.6
705,FATIMA ZOHRA,2583,26.2
706,OLIMPIA,2581,55.4
707,RAHMA,2580,46.8
708,ANA PILAR,2572,39.6
709,FATIMA ZAHRA,2567,16.8
710,LEILA,2561,22.1
711,MARIA FUENSANTA,2554,47.2
712,MARIA COVADONGA,2553,50.7
713,OKSANA,2545,37.1
714,MARIA ANA,2540,54.4
715,MARIA MONSERRAT,2539,46.8
716,MARIA LLUISA,2502,58.2
717,KARINA,2498,26.6
718,PRISCILA,2497,36.4
719,PATRICIA MARIA,2494,29.8
720,DORINDA,2482,70.3
721,NANCY,2481,40.7
722,CATERINA,2471,31.3
723,MIRELA,2468,33.4
724,AMADA,2465,61.7
725,SIRA,2460,34.1
726,DOLORES MARIA,2459,45.1
727,MILAGROSA,2453,46.7
728,EDUARDA,2451,64.8
729,EMERITA,2449,68.0
730,MICHELLE,2442,20.0
731,ABIGAIL,2436,21.1
732,BENIGNA,2435,70.2
733,LUZ DIVINA,2420,52.9
734,MARIA VANESSA,2400,33.5
735,MARIA RITA,2398,54.0
736,MARIA ALBA,2395,39.8
737,ROSARIO MARIA,2392,42.0
738,ANA VICTORIA,2391,33.9
739,MARIA PAULA,2386,40.7
740,OLENA,2364,38.5
741,ALAZNE,2362,19.7
742,MELISSA,2362,18.8
743,TRIANA,2358,7.6
744,MARWA,2350,4.3
745,IONELA,2349,29.7
746,HABIBA,2343,44.5
747,LIA,2337,13.4
748,OLAIA,2333,17.1
749,DAMIANA,2328,65.6
750,MARIA MATILDE,2319,53.4
751,ANITA,2317,54.7
752,MARIA CARIDAD,2311,51.3
753,ROXANA,2302,29.6
754,NAOMI,2299,13.8
755,MARIA CELESTE,2294,37.9
756,ZURIÑE,2292,24.8
757,MARIA HENAR,2277,47.1
