742,RAFAEL JOSE,1967,41.1
743,VICTOR JAVIER,1960,33.7
744,NACHO,1952,5.4
745,ANTONIO JUAN,1950,45.5
746,IGNACIO JOSE,1942,37.7
747,AURELIANO,1940,64.3
748,WALID,1935,9.7
749,ANGEL MIGUEL,1933,44.7
750,JORGE ENRIQUE,1930,40.5
751,PATRICK,1927,33.4
752,MOUNIR,1926,26.9
753,WALTER,1922,47.7
754,AMIN,1919,10.7
755,JOSE ROBERTO,1919,43.4
756,GEORGI,1910,35.9
757,ABDELKRIM,1905,39.3
758,PERFECTO,1905,64.5
759,GIUSEPPE,1893,47.8
760,FRANCESCO,1882,39.0
761,BUENAVENTURA,1881,60.5
762,ABDERRAHMANE,1880,36.9
763,DAN,1880,32.9
764,CARLOS FRANCISCO,1879,39.5
765,ANTONINO,1874,62.5
766,ALFONSO JOSE,1867,38.3
767,CARLOS DANIEL,1863,24.7
768,ROMUALDO,1861,58.8
769,PABLO JESUS,1857,30.8
770,FRANCISCO VICENTE,1853,47.2
771,TIMOTEO,1853,65.2
772,FRANK,1851,39.8
773,DIMAS,1842,46.9
774,ANGEL DAVID,1841,25.7
775,JUAN DOMINGO,1840,48.0
776,JESUS JOSE,1826,50.5
777,ABDELMAJID,1824,37.7
778,CIRILO,1821,66.3
779,FERNANDO JESUS,1821,37.5
780,ANTHONY,1815,36.5
781,VASYL,1815,41.8
782,ABDOULAYE,1809,34.2
783,JESUS RAMON,1804,46.4
784,LUIS ALFREDO,1800,38.7
785,ULISES,1794,22.4
786,MARK,1792,25.4
787,PABLO MANUEL,1792,31.0
788,MANUEL VICENTE,1791,47.3
789,GIL,1788,48.2
790,ABDELGHANI,1787,33.6
791,ABDELHAK,1786,35.1
792,ABDELALI,1779,32.2
793,JAMES,1773,49.6
794,CARLOS DAVID,1766,27.4
795,IMAD,1766,17.7
796,LAURENTINO,1765,64.9
797,ENRIQUE MANUEL,1758,41.7
798,CATALIN,1755,30.9
799,OUSSAMA,1754,13.9
800,DIEGO MANUEL,1752,32.9
801,ALVARO JOSE,1751,26.8
802,JOSE SANTIAGO,1745,48.0
803,ANDRIY,1743,32.8
804,JOSEP M,1742,63.6
805,ANDRE,1741,27.8
806,MANUEL FERNANDO,1738,46.3
807,TEO,1733,4.8
808,DANIEL JESUS,1731,25.7
809,DOROTEO,1731,67.0
810,LUIS DAVID,1731,23.2
811,JAOUAD,1727,29.1
812,COSME,1720,53.5
813,NIKOLAY,1720,36.2
814,JESUS IGNACIO,1717,44.9
815,ANGEL JAVIER,1710,39.7
816,EMETERIO,1703,66.0
817,BARTOMEU,1700,38.4
818,LUIS RAMON,1687,47.6
819,ALEJANDRO MANUEL,1685,25.8
820,JUAN ESTEBAN,1684,31.7
821,ANTONIO VICENTE,1683,47.5
822,CORNEL,1682,41.3
823,NOAH,1672,5.1
824,GUZMAN,1669,33.9
825,JESUS CARLOS,1669,44.9
826,PAVEL,1667,36.0
827,JOSE EUGENIO,1666,49.0
828,ANTONIO RAFAEL,1665,43.0
829,FRANCISCO JUAN,1665,46.3
830,ILIAS,1656,9.4
831,FRANCISCO RAFAEL,1653,41.5
832,ANDREA,1650,34.5
833,JOSE JORGE,1646,44.7
834,AMALIO,1644,59.3
